"Cruise","Station","Deployment","Tube","Channel","Region","Habitat",".id","Zone","SSE","P.Value","Top_Concen","Bottom_Concen","Top_Flux","Bottom_Flux","Integrated_Prod","OPD","Temperature","In_situ_temperature","In_situ_Integrated_Prod"
"OR1_1128","GC1","1","8","1","Gaoping","Canyon","OR1_1128_GC1_1_8_Ch1",10,64.7895407453347,0.180852984931197,202.003216012781,-2.19000005722046,0.00215915650655169,-1.0792752160693e-14,-0.00215915650655167,6218,12.57,13.7907166666667,-0.0023498024734654
"OR1_1128","GC1","1","8","2","Gaoping","Canyon","OR1_1128_GC1_1_8_Ch2",10,423.615435527871,0.0288519865177045,220.442470511573,-1.91999995708466,0.00191970474010004,-5.61445475614347e-16,-0.00191970474010004,8192,12.57,13.7907166666667,-0.00208920795362566
"OR1_1128","GC1","1","8","3","Gaoping","Canyon","OR1_1128_GC1_1_8_Ch3",8,185.56148078906,0.214924730896834,237.552731427215,-4.17000007629395,0.00109135368831399,-4.07483273680495e-16,-0.00109135368831397,7305,12.57,13.7907166666667,-0.00118771640149486
"OR1_1128","GC1","1","8","4","Gaoping","Canyon","OR1_1128_GC1_1_8_Ch4",10,81.8861858601696,0.00156254793422184,231.285790424826,-3.35999989509583,0.00121743498432916,-4.82865933219846e-16,-0.00121743498432917,7205,12.57,13.7907166666667,-0.00132493023492252
"OR1_1132","ST3","1","11","1","Dongsha","Slope","OR1_1132_ST3_1_11_Ch1",10,232.5296732425,0.00713965861653931,206.786754601324,-7.11999988555908,0.00376983528340371,-4.47455272137563e-16,-0.00376983528340371,26528,9.68,4.38608333333333,-0.00261191839331672
"OR1_1132","ST3","1","11","2","Dongsha","Slope","OR1_1132_ST3_1_11_Ch2",10,759.202615128359,6.36950097745448e-05,208.07236195212,-2.44000005722046,0.00419122124240285,-5.88583429762184e-16,-0.00419122124240283,25332,9.68,4.38608333333333,-0.00290387431559285
"OR1_1132","ST3","1","11","3","Dongsha","Slope","OR1_1132_ST3_1_11_Ch3",10,273.176119493892,0.130466733535529,317.442529831809,7.38800001144409,0.00223709004818135,-1.84520908584703e-16,-0.00223709004818136,31117,9.68,4.38608333333333,-0.00154996072907331
"OR1_1132","ST3","1","11","4","Dongsha","Slope","OR1_1132_ST3_1_11_Ch4",10,116.765995835782,0.00473987248221897,213.05244718754,-2.41000008583069,0.00057872268994955,-2.17974515679021e-15,-0.000578722689949547,26330,9.68,4.38608333333333,-0.000400966176204967
"OR1_1132","ST3","1","2","1","Dongsha","Slope","OR1_1132_ST3_1_2_Ch1",10,371.270107239355,0.00432717632878055,298.456094200517,-7.32000017166138,0.00288922417500661,-2.88525371014433e-16,-0.00288922417500658,29520,11.13,4.38608333333333,-0.00181037740064565
"OR1_1132","ST3","1","2","2","Dongsha","Slope","OR1_1132_ST3_1_2_Ch2",10,737.148036752243,0.0003909848945024,311.921838438786,-3.64000010490417,0.000717455712679135,-9.07121799809648e-17,-0.000717455712679092,23138,11.13,4.38608333333333,-0.000449555150283687
"OR1_1132","ST3","1","8","1","Dongsha","Slope","OR1_1132_ST3_1_8_Ch1",10,184.86189604256,0.00114491423380558,288.83890744549,-6.62200021743774,0.000275215953418375,1.46290584026336e-14,-0.000275215953418323,24933,9.83,4.38608333333333,-0.000188710203927253
"OR1_1132","ST3","1","8","2","Dongsha","Slope","OR1_1132_ST3_1_8_Ch2",8,497.669770749993,0.000263237163808605,300.62972565806,-3.59999990463257,0.00239520392291533,-1.49194034513537e-14,-0.0023952039229154,23537,9.83,4.38608333333333,-0.00164234454844153
"OR1_1132","ST3","1","8","3","Dongsha","Slope","OR1_1132_ST3_1_8_Ch3",10,213.546095722733,1.65044146551718e-05,306.135166750161,-3.5,0.00630317804214836,-1.31724373016681e-14,-0.00630317804215078,25332,9.83,4.38608333333333,-0.00432196607409629
"OR1_1132","ST3","1","8","4","Dongsha","Slope","OR1_1132_ST3_1_8_Ch4",10,302.628842424971,0.0487767315449384,305.772776235488,-2.48000001907349,0.00293947691029387,-5.29842823210662e-16,-0.00293947691029386,23936,9.83,4.38608333333333,-0.0020155419055154
"OR1_1132","ST3","1","9","1","Dongsha","Slope","OR1_1132_ST3_1_9_Ch1",10,243.218594170524,0.00152294373887218,290.827101451319,-7.46999979019165,0.001646708991341,-8.63436163907942e-17,-0.00164670899134098,27925,10.82,4.38608333333333,-0.00105423314484332
"OR1_1132","ST3","1","9","2","Dongsha","Slope","OR1_1132_ST3_1_9_Ch2",10,473.637861809631,4.39552704413204e-05,294.427845237513,-2.85999989509583,0.0006436808612369,-7.84786578819159e-17,-0.000643680861236866,25731,10.82,4.38608333333333,-0.000412088415248521
"OR1_1132","ST3","1","9","3","Dongsha","Slope","OR1_1132_ST3_1_9_Ch3",10,253.43405840499,0.000166349343488248,314.900798100972,-3.76999998092651,0.00156965247029519,-1.45755611473839e-16,-0.00156965247029527,22539,10.82,4.38608333333333,-0.00100490108985371
"OR1_1132","ST3","1","9","4","Dongsha","Slope","OR1_1132_ST3_1_9_Ch4",10,275.488851516124,0.00792934229354159,310.223862032653,-2.35999989509583,0.00204778254260587,-2.25686503180483e-16,-0.00204778254260582,31116,10.82,4.38608333333333,-0.00131100287980364
"OR1_1132","ST5","1","1","1","Taiping","Slope","OR1_1132_ST5_1_1_Ch1",10,248.194040673646,0.00122273885737001,321.609893039021,-0.603999972343445,0.00128313873633355,-9.10020475439737e-15,-0.00128313873633349,31316,10.45,2.8653,-0.000758492682226314
"OR1_1132","ST5","1","1","2","Taiping","Slope","OR1_1132_ST5_1_1_Ch2",10,292.354737643317,0.00131667760814802,313.614061262976,8.73799991607666,0.00200314588407334,9.44542202176429e-15,-0.00200314588407334,31914,10.45,2.8653,-0.00118410539053861
"OR1_1132","ST5","1","1","3","Taiping","Slope","OR1_1132_ST5_1_1_Ch3",10,273.176119493892,0.130466733535529,317.442529831809,7.38800001144409,0.00223709004818135,-1.84520908584703e-16,-0.00223709004818136,31117,10.45,2.8653,-0.00132239514167848
"OR1_1132","ST5","1","1","4","Taiping","Slope","OR1_1132_ST5_1_1_Ch4",10,660.582031102628,0.00400031050930383,313.118895971116,2.8840000629425,0.0014145763895255,-3.63779076954741e-17,-0.00141457638952554,34906,10.45,2.8653,-0.000836188488059472
"OR1_1132","ST5","1","3","1","Taiping","Slope","OR1_1132_ST5_1_3_Ch1",10,204.657358985285,0.0136385368975415,291.986807197856,-0.479999989271164,0.00184138114331111,-1.34897943261119e-17,-0.00184138114331116,31914,9.87,2.8653,-0.00113313384216754
"OR1_1132","ST5","1","3","2","Taiping","Slope","OR1_1132_ST5_1_3_Ch2",9,154.329877208566,0.0303984087528479,291.612779042113,4.51999998092651,0.00283239899190811,-1.39344286336196e-14,-0.00283239899190813,26130,9.87,2.8653,-0.00174297817912975
"OR1_1132","ST5","1","3","3","Taiping","Slope","OR1_1132_ST5_1_3_Ch3",10,109.948016404399,0.00405540148214389,295.817435282076,2.71199989318848,0.00169102798848107,-2.11978934263979e-16,-0.00169102798848103,32114,9.87,2.8653,-0.00104061076587041
"OR1_1132","ST5","1","3","4","Taiping","Slope","OR1_1132_ST5_1_3_Ch4",10,187.528181319469,0.0226353264672596,290.867009467827,1.16999995708466,0.00127984359532027,6.0626734173557e-15,-0.0012798435953203,27126,9.87,2.8653,-0.000787579527360105
"OR1_1132","ST5","1","5","1","Taiping","Slope","OR1_1132_ST5_1_5_Ch1",8,157.748728304875,0.00803996313710209,285.323974757656,0.370000004768372,0.000878419983156198,-8.43409837227535e-15,-0.000878419983156179,14760,9.31,2.8653,-0.00056194965078836
"OR1_1132","ST5","1","5","2","Taiping","Slope","OR1_1132_ST5_1_5_Ch2",10,111.117975994138,0.0015022054039121,277.529139774751,4.09999990463257,0.00210607312386421,7.74323899450108e-15,-0.00210607312386427,19946,9.31,2.8653,-0.0013473134482186
"OR1_1132","ST5","1","5","3","Taiping","Slope","OR1_1132_ST5_1_5_Ch3",10,333.881678056669,0.000287073743261423,286.12800552633,2.16000008583069,0.00223044534641676,-6.22926282553559e-16,-0.00223044534641671,17753,9.31,2.8653,-0.00142687781192991
"OR1_1132","ST5","1","5","4","Taiping","Slope","OR1_1132_ST5_1_5_Ch4",10,309.559068637075,0.0169540272955827,290.579037940554,1.19000005722046,0.00166461007406698,-1.97399005293166e-14,-0.0016646100740669,16954,9.31,2.8653,-0.00106489727892992
"OR1_1132","ST5","1","8","1","Taiping","Slope","OR1_1132_ST5_1_8_Ch1",10,823.180980063243,0.00352310385872034,302.798602044193,3.59999990463257,0.00145273576196428,-1.16920483455806e-16,-0.00145273576196432,26529,9.83,2.8653,-0.000896454530915233
"OR1_1132","ST5","1","8","2","Taiping","Slope","OR1_1132_ST5_1_8_Ch2",10,638.788108086845,0.00148557106851877,302.550968162942,5.26200008392334,0.00146313146985459,7.58523533202046e-15,-0.00146313146985461,29720,9.83,2.8653,-0.000902869516822732
"OR1_1132","ST5","1","8","3","Taiping","Slope","OR1_1132_ST5_1_8_Ch3",10,483.971992424264,0.00182382682519255,292.890815190924,2.4779999256134,0.00160064543138635,-1.06474700833921e-16,-0.00160064543138631,32513,9.83,2.8653,-0.000987726665043899
"OR1_1132","ST5","1","8","4","Taiping","Slope","OR1_1132_ST5_1_8_Ch4",10,169.091130118852,0.0137625922822641,294.828578454796,1.02999997138977,0.00163646765162445,-2.70125698707863e-16,-0.00163646765162448,29322,9.83,2.8653,-0.00100983184926304
"OR1_1138","GS5","1","2","1","Gaoping","Slope","OR1_1138_GS5_1_2_Ch1",8,52.4002083653918,0.0443339841336547,294.640045881838,-5.73000001907349,0.00109944042356694,-1.69522274478842e-16,-0.00109944042356698,8050,11.46,3.1527,-0.000618154524716341
"OR1_1138","GS5","1","2","2","Gaoping","Slope","OR1_1138_GS5_1_2_Ch2",10,57.469912962385,0.00976591810931537,281.94866238983,-2.22000002861023,0.000171777772661176,-1.56589920085024e-16,-0.000171777772661116,9243,11.46,3.1527,-9.65811381317605e-05
"OR1_1138","GS5","1","2","3","Gaoping","Slope","OR1_1138_GS5_1_2_Ch3",7,24.5097577157544,0.00108884750991023,285.106679544465,-3.04999995231628,0.00114610817570773,-4.47399771671496e-16,-0.00114610817570783,9243,11.46,3.1527,-0.000644393219897854
"OR1_1138","GS5","1","5","1","Gaoping","Slope","OR1_1138_GS5_1_5_Ch1",9,355.710467341836,0.0294359617944984,293.519668502201,-6.03000020980835,-0.000232497531177808,-2.60007488747453e-14,0.000232497531177807,10436,11.03,3.1527,0.000134675311001549
"OR1_1138","GS5","1","5","2","Gaoping","Slope","OR1_1138_GS5_1_5_Ch2",9,472.215854751244,0.00316862144168495,279.708918212098,-2.61999988555908,0.00218565734979955,-8.72949059654871e-16,-0.00218565734979963,10138,11.03,3.1527,-0.00126605251176613
"OR1_1138","GS5","1","5","3","Gaoping","Slope","OR1_1138_GS5_1_5_Ch3",8,238.873673956234,0.00520597837495718,295.91097576903,-2.92000007629395,-2.44077881649761e-05,-2.87518900064405e-14,2.44077881650778e-05,10436,11.03,3.1527,1.41383284602617e-05
"OR1_1138","GS5","1","5","4","Gaoping","Slope","OR1_1138_GS5_1_5_Ch4",9,95.7540288590015,0.0276904453075886,282.488199246126,-6.21000003814697,0.00044086888649751,-2.25140580290559e-14,-0.000440868886497467,11032,11.03,3.1527,-0.000255375418823459
"OR1_1138","GS5","1","8","1","Gaoping","Slope","OR1_1138_GS5_1_8_Ch1",9,342.790777897462,0.0195134265767147,310.773343829928,-5.21000003814697,-0.000203446229969286,-5.90590062181162e-17,0.000203446229969342,11926,12.85,3.1527,0.000103879973154808
"OR1_1138","GS5","1","8","2","Gaoping","Slope","OR1_1138_GS5_1_8_Ch2",10,146.435881381373,0.00824101856175041,292.295313984665,-2.4300000667572,0.000250282487413776,-1.43847146689261e-14,-0.000250282487413762,12821,12.85,3.1527,-0.000127794641746756
"OR1_1138","GS5","1","8","3","Gaoping","Slope","OR1_1138_GS5_1_8_Ch3",10,342.346968331875,0.00140480616704253,301.485089942678,-2.22000002861023,0.00267565848178445,-8.67356425635924e-16,-0.00267565848178452,11927,12.85,3.1527,-0.00136619553629032
"OR1_1138","GS5","1","8","4","Gaoping","Slope","OR1_1138_GS5_1_8_Ch4",10,195.94892908353,0.000578117670740452,296.921401844145,-5.82000017166138,0.00112575530824212,-2.14428452635114e-16,-0.00112575530824221,12523,12.85,3.1527,-0.000574812476086216
"OR1_1138","GS6","1","1","1","Gaoping","Slope","OR1_1138_GS6_1_1_Ch1",10,53.0990495384249,0.00493442496967778,291.480030890685,4.26999998092651,0.0015399680383217,-1.95448417585492e-14,-0.00153996803832166,9175,11.48,2.65661666666667,-0.000835413333710843
"OR1_1138","GS6","1","1","2","Gaoping","Slope","OR1_1138_GS6_1_1_Ch2",10,49.7838805412887,0.0382138963650642,290.708388019872,4.96999979019165,0.00339082236503453,-8.32369285828355e-16,-0.00339082236503459,8377,11.48,2.65661666666667,-0.00183947857715417
"OR1_1138","GS6","1","1","3","Gaoping","Slope","OR1_1138_GS6_1_1_Ch3",9,39.072649093549,0.0479583078296333,286.510515578665,4.1100001335144,0.00129713879523009,-3.81262508195495e-16,-0.00129713879522998,8976,11.48,2.65661666666667,-0.00070368151691626
"OR1_1138","GS6","1","1","4","Gaoping","Slope","OR1_1138_GS6_1_1_Ch4",10,75.8673414535235,0.0276983065365214,286.327386465783,-1.78999996185303,0.00282347610585018,-9.19847801584899e-16,-0.00282347610585028,10173,11.48,2.65661666666667,-0.00153170035191899
"OR1_1138","GS6","1","3","1","Gaoping","Slope","OR1_1138_GS6_1_3_Ch1",8,32.7261105930953,0.00469312842524428,290.037035493057,3.75999999046326,0.00545191949821651,-1.64034166351293e-15,-0.00545191949821638,10138,12.05,2.65661666666667,-0.00284302330747469
"OR1_1138","GS6","1","3","2","Gaoping","Slope","OR1_1138_GS6_1_3_Ch2",7,108.229756961881,0.00145629955976034,290.135932863249,4.25,0.00261113686383006,-6.42157240954427e-16,-0.00261113686383004,12523,12.05,2.65661666666667,-0.00136163473530814
"OR1_1138","GS6","1","3","3","Gaoping","Slope","OR1_1138_GS6_1_3_Ch3",10,58.6285011426033,0.0147578909826498,288.614587279639,4.3600001335144,0.000549775791755671,1.49990142553479e-16,-0.000549775791755649,12821,12.05,2.65661666666667,-0.000286692675920474
"OR1_1138","GS6","1","3","4","Gaoping","Slope","OR1_1138_GS6_1_3_Ch4",8,115.959221200533,0.00333330276651167,286.441033411935,1.27999997138977,0.00491551130887647,-1.97625617532134e-15,-0.00491551130887663,8647,12.05,2.65661666666667,-0.00256330146178124
"OR1_1138","GS6","1","8","1","Gaoping","Slope","OR1_1138_GS6_1_8_Ch1",10,115.410034310455,0.00182160100217321,282.399723118123,3.91000008583069,0.00866100764976326,-1.63796683116626e-15,-0.00866100764976331,13962,12.85,2.65661666666667,-0.00427284371421888
"OR1_1138","GS6","1","8","2","Gaoping","Slope","OR1_1138_GS6_1_8_Ch2",9,217.506213831667,0.00138080290222853,290.478643917974,4.90000009536743,0.00138633229942896,-4.76887224226862e-16,-0.00138633229942899,9974,12.85,2.65661666666667,-0.000683936730109649
"OR1_1138","GS6","1","8","3","Gaoping","Slope","OR1_1138_GS6_1_8_Ch3",10,21.1291913497724,0.0102218648895264,271.323422278141,4.73999977111816,0.00190545509335229,-8.17034072486184e-16,-0.00190545509335246,7381,12.85,2.65661666666667,-0.000940042099902765
"OR1_1138","GS6","1","8","4","Gaoping","Slope","OR1_1138_GS6_1_8_Ch4",9,96.6313353097635,0.0355176506105822,283.900930411674,-1.16999995708466,0.00355776806537148,-9.03611066796367e-16,-0.00355776806537136,8777,12.85,2.65661666666667,-0.00175519841680155
"OR1_1138","GS7","1","4","1","Gaoping","Slope","OR1_1138_GS7_1_4_Ch1",8,18.3936433539677,0.000759415137879027,301.381766989481,-5.96999979019165,0.00183588527456687,-1.92035432608808e-14,-0.00183588527456676,10734,11.78,2.36313333333333,-0.000955805676029135
"OR1_1138","GS7","1","4","2","Gaoping","Slope","OR1_1138_GS7_1_4_Ch2",10,47.6097691449813,8.25992895095995e-05,301.926063875962,-3.63000011444092,0.000820232801854015,-4.89091163508235e-16,-0.000820232801853987,11032,11.78,2.36313333333333,-0.000427032766446874
"OR1_1138","GS7","1","4","3","Gaoping","Slope","OR1_1138_GS7_1_4_Ch3",7,25.8366677109277,0.000707625770215881,301.96446892706,-3.17000007629395,0.00200367404760131,-1.91412352356161e-14,-0.00200367404760129,10138,11.78,2.36313333333333,-0.0010431605145161
"OR1_1138","GS7","1","4","4","Gaoping","Slope","OR1_1138_GS7_1_4_Ch4",10,33.5443936207991,0.0350690152231942,282.265347582302,-6.25,0.0034762049013523,-1.05805716325099e-15,-0.00347620490135221,9243,11.78,2.36313333333333,-0.00180979520985418
"OR1_1138","GS7","1","8","1","Gaoping","Slope","OR1_1138_GS7_1_8_Ch1",10,22.8856304045665,0.000263660372116892,297.666882117122,-5.26000022888184,0.00172967274850248,-6.4829188412186e-16,-0.00172967274850255,10734,12.85,2.36313333333333,-0.000836137690093881
"OR1_1138","GS7","1","8","2","Gaoping","Slope","OR1_1138_GS7_1_8_Ch2",10,43.2963181060324,0.000339236548971944,298.223728697804,-3.75,0.00194622920028578,2.02365220807614e-14,-0.00194622920028569,8349,12.85,2.36313333333333,-0.000940822817107441
"OR1_1138","GS7","1","8","3","Gaoping","Slope","OR1_1138_GS7_1_8_Ch3",10,18.7654438589658,0.00862919432911591,297.896804515329,-2.76999998092651,0.00152106865495192,-4.88794175866377e-16,-0.00152106865495202,9840,12.85,2.36313333333333,-0.000735296796880716
"OR1_1138","GS7","1","8","4","Gaoping","Slope","OR1_1138_GS7_1_8_Ch4",8,62.9993424023438,0.0157354944833719,281.136943094639,-4.82999992370605,0.0018125113817575,-7.0255481684782e-16,-0.00181251138175755,10138,12.85,2.36313333333333,-0.000876182550325584
"OR1_1138","GS7","1","9","1","Gaoping","Slope","OR1_1138_GS7_1_9_Ch1",8,16.9060324309381,0.00432281756314989,305.620868889011,-4.3899998664856,0.00324154948831345,-2.14916011278139e-14,-0.00324154948831333,11331,12.03,2.36313333333333,-0.001658635564247
"OR1_1138","GS7","1","9","2","Gaoping","Slope","OR1_1138_GS7_1_9_Ch2",7,20.3820650370183,0.00345695295491066,306.516174419033,-2.74000000953674,0.00234373444993009,-4.26511015584154e-16,-0.00234373444993022,9541,12.03,2.36313333333333,-0.00119924169778074
"OR1_1138","GS7","1","9","3","Gaoping","Slope","OR1_1138_GS7_1_9_Ch3",8,15.8119197172489,0.0135552424785499,326.243879817,-1.11000001430511,0.00157130822656104,-2.36806650256418e-14,-0.00157130822656109,9840,12.03,2.36313333333333,-0.000804006761693528
"OR1_1138","GS7","1","9","4","Gaoping","Slope","OR1_1138_GS7_1_9_Ch4",8,47.4052133949734,0.0290957678019677,285.268201566156,-2.74000000953674,0.00134218133777028,-2.1744676104303e-14,-0.00134218133777034,10138,12.03,2.36313333333333,-0.000686767149019482
"OR1_1138","S27","1","1","2","Formosa","Canyon","OR1_1138_S27_1_1_Ch2",10,34.9167929554031,0.00546842061681385,120.300814089949,-4.82000017166138,0.00233590914105695,-4.0118510620183e-16,-0.00233590914105696,19547,11.48,2.32175,-0.00123812687453143
"OR1_1138","S27","1","1","3","Formosa","Canyon","OR1_1138_S27_1_1_Ch3",10,16.2425200524628,0.0011821236997217,119.760166724513,-2.26999998092651,0.00204257605032354,4.06615188873964e-15,-0.00204257605032355,19548,11.48,2.32175,-0.0010826484030263
"OR1_1138","S27","1","12","1","Formosa","Canyon","OR1_1138_S27_1_12_Ch1",10,51.2081485719743,7.82078118090057e-05,139.272801100885,-6.44000005722046,0.000376534406250082,2.44916940523315e-15,-0.000376534406250067,20871,10.73,2.32175,-0.000210228271907173
"OR1_1138","S27","1","12","2","Formosa","Canyon","OR1_1138_S27_1_12_Ch2",9,38.0025212746765,0.0135016617684941,136.368495159966,-4.67999982833862,0.000514803130326296,3.92119155895933e-15,-0.00051480313032627,11330,10.73,2.32175,-0.000287427046943006
"OR1_1138","S27","1","12","3","Formosa","Canyon","OR1_1138_S27_1_12_Ch3",10,61.8899704316217,0.0254609073632868,145.674492657761,-3.02999997138977,0.000838750386873629,-2.26928987163906e-16,-0.000838750386873595,16101,10.73,2.32175,-0.000468294640455256
"OR1_1138","S27","1","12","4","Formosa","Canyon","OR1_1138_S27_1_12_Ch4",10,63.9135715123582,0.0184106827143024,138.953389355994,-5.78000020980835,0.000735513147701514,2.30404980421666e-15,-0.000735513147701518,17294,10.73,2.32175,-0.000410654791274517
"OR1_1138","S27","1","2","1","Formosa","Canyon","OR1_1138_S27_1_2_Ch1",10,123.60086359089,0.017898285561993,169.062163036771,-8.23999977111816,0.000712386142716184,-3.75747594004253e-15,-0.00071238614271621,20355,11.46,2.32175,-0.00037811745595842
"OR1_1138","S27","1","2","2","Formosa","Canyon","OR1_1138_S27_1_2_Ch2",10,52.157955040951,0.00100521147963828,165.835470978667,-5.12799978256226,0.000369049606080153,-1.24487073603998e-16,-0.000369049606080149,20744,11.46,2.32175,-0.000195882667848401
"OR1_1138","S27","1","2","3","Formosa","Canyon","OR1_1138_S27_1_2_Ch3",10,72.8803342914984,0.000479124201405612,172.026637870964,-4.55999994277954,0.000601794367567847,-9.70581820185423e-17,-0.000601794367567861,20346,11.46,2.32175,-0.000319417997670841
"OR1_1138","S27","1","2","4","Formosa","Canyon","OR1_1138_S27_1_2_Ch4",8,93.3095328525243,0.00423491393508424,162.626130909249,-7.34999990463257,0.000310401566075982,1.25659685872096e-16,-0.000310401566076042,9973,11.46,2.32175,-0.000164753696699766
"OR1_1138","S27a","1","11","1","Penghu","Canyon","OR1_1138_S27a_1_11_Ch1",10,152.247350140764,0.415815981323097,260.395376595304,-5.69999980926514,0.00143351856049625,1.377429905258e-14,-0.00143351856049624,10138,10.35,2.32175,-0.000821729567555417
"OR1_1138","S27a","1","11","2","Penghu","Canyon","OR1_1138_S27a_1_11_Ch2",9,56.6888217694157,0.00298364760938197,255.720663790177,-5.11999988555908,0.00153110597087481,1.33420100666218e-14,-0.00153110597087473,10138,10.35,2.32175,-0.000877669171505442
"OR1_1138","S27a","1","11","3","Penghu","Canyon","OR1_1138_S27a_1_11_Ch3",9,43.1526254545751,0.0032949038472595,270.609303291555,-3.39000010490417,0.0015250340547716,1.80411533324548e-14,-0.00152503405477171,10734,10.35,2.32175,-0.000874188593624511
"OR1_1138","S27a","1","11","4","Penghu","Canyon","OR1_1138_S27a_1_11_Ch4",7,126.067297089785,0.00397150848801275,245.311310261628,-4.8899998664856,0.000962641627449635,1.3130777948483e-14,-0.000962641627449686,10138,10.35,2.32175,-0.000551810845031014
"OR1_1138","S27a","1","3","1","Penghu","Canyon","OR1_1138_S27a_1_3_Ch1",10,41.7349157699959,0.00167480314871826,272.711191758579,-5.76999998092651,0.00139135043555585,-3.06522335302242e-16,-0.00139135043555589,10436,12.05,2.32175,-0.000708903340394768
